EMPLOYEE #,satisfaction_level,last_evaluation
46339,0.49,0.52
15825,0.59,0.5
46346,0.24,0.65
46349,0.18,0.87
46354,0.73,0.62
46358,0.78,0.63
16766,0.94,0.73
16792,0.86,0.53
17943,0.97,0.88
46378,0.49,0.54
46383,0.82,0.48
46396,0.86,0.64
46398,0.3,0.39
46404,0.7,0.38
18393,0.8,0.78
46409,0.36,0.63
46415,0.4,0.61
46417,0.8,0.58
46419,0.98,0.73
46422,0.92,0.67
18821,0.68,1
46438,1,0.59
46440,0.8,0.54
46447,0.85,0.69
46463,0.69,0.6
46464,0.57,0.52
46466,0.33,0.72
19719,0.19,0.48
46484,0.5,0.63
46489,0.52,0.88
19724,0.13,0.52
46498,0.18,0.73
46501,0.86,0.64
20797,0.86,0.59
46507,0.16,0.76
46510,0.43,0.46
46513,0.79,0.63
46523,0.51,0.67
46525,0.83,0.55
46528,0.61,0.45
22378,0.65,0.57
23001,0.95,0.83
46556,0.63,0.64
46558,0.72,0.6
46571,0.8,0.57
46576,0.7,0.57
46578,0.45,0.79
46585,0.64,0.85
46587,0.94,0.48
46589,0.57,0.76
46591,0.35,0.56
46593,0.75,0.81
46597,0.7,0.92
46608,0.7,0.47
46624,0.61,0.62
46626,0.78,0.87
46627,0.97,0.77
46628,0.51,0.76
46629,0.56,0.71
46633,0.87,0.55
46637,0.64,0.78
46639,0.6,0.85
46644,0.9,0.76
46646,0.54,0.62
46648,0.23,0.8
46654,0.8,0.81
46660,0.23,0.78
46664,0.81,0.51
46697,0.35,0.6
46703,0.67,0.8
46725,0.46,0.6
46731,0.84,0.98
46744,0.92,0.79
23972,0.75,0.93
23983,0.7,0.57
46756,0.7,0.75
46774,0.9,0.81
46787,0.8,1
46789,0.5,0.65
46795,0.84,0.72
46799,0.48,0.94
46800,0.98,0.87
46802,0.64,0.96
46806,0.58,0.53
24084,0.66,0.89
46814,0.76,0.98
46818,0.32,0.42
46822,0.49,0.87
46825,0.81,0.51
24203,0.42,0.48
24484,0.17,0.85
46844,0.49,0.59
46848,0.34,0.69
46851,0.86,0.81
25597,0.51,0.71
46858,0.49,0.99
25636,0.49,0.63
46876,0.51,0.59
46879,0.64,0.52
46906,0.62,0.85
26377,0.81,0.52
46927,0.95,0.57
46932,0.88,0.66
46936,0.87,0.68
26990,0.73,0.68
46943,0.98,0.73
27180,0.77,0.48
46947,0.76,0.99
46957,0.21,0.93
46960,0.72,0.63
46965,0.41,0.56
46977,0.9,0.56
46981,0.96,0.9
46996,0.61,0.48
46997,0.6,0.8
27255,0.5,0.76
27578,0.79,0.61
28234,0.32,0.69
47021,0.85,0.59
47024,0.9,0.62
47029,0.74,0.54
47032,0.21,0.76
47041,0.91,0.61
47047,0.9,0.66
47053,0.74,0.99
28483,0.76,0.75
47057,0.45,0.61
47065,0.73,0.63
28851,0.6,0.73
47094,0.8,0.77
47095,0.53,0.7
47096,0.97,0.63
47104,0.64,0.99
47115,0.92,0.59
47121,0.6,0.57
47122,1,0.6
29311,0.69,0.63
47133,0.53,0.45
47134,0.63,0.58
47142,0.57,0.89
47147,0.79,0.45
47151,0.68,0.92
47154,0.56,0.61
47156,0.48,0.51
47161,0.59,0.67
47170,0.34,0.76
47172,0.98,0.87
29576,0.36,0.45
47178,0.6,0.58
29756,0.24,0.54
47207,0.67,0.72
47216,0.17,0.6
47219,0.57,0.58
47229,0.7,0.85
31292,0.73,0.62
47238,0.61,0.86
47267,0.95,0.96
47271,0.85,0.55
47273,0.72,0.9
47279,0.84,0.66
31791,0.57,0.47
47298,0.69,0.69
47299,0.57,0.68
47300,0.52,0.59
47307,0.56,0.55
47313,0.75,0.74
47315,0.98,0.75
47317,0.48,0.55
47322,0.35,0.67
47324,0.66,0.93
47335,0.79,0.9
47345,0.86,0.53
47347,0.88,1
32434,0.83,0.64
47364,0.8,0.64
47378,0.64,0.69
47383,0.72,0.59
33253,0.67,0.61
47392,0.75,0.7
33727,0.65,0.95
47396,0.98,0.98
47397,0.68,0.8
47400,0.52,0.37
47415,0.68,0.93
47426,0.92,0.74
47430,0.86,0.79
35830,0.5,0.99
47439,0.35,0.37
47455,0.76,0.97
47461,0.66,0.95
35951,0.58,0.71
47487,0.55,0.97
47493,0.9,0.53
47495,0.75,0.71
47513,0.9,0.63
47526,0.14,0.54
47527,0.86,0.57
47532,0.56,0.84
36763,0.54,0.63
47544,0.36,0.8
47546,0.82,0.59
47552,0.49,0.42
47553,0.77,0.97
47554,0.64,0.83
37224,0.93,0.53
47561,0.96,0.94
47565,0.6,0.97
47567,0.58,0.55
47569,0.52,0.49
47576,0.74,0.79
47577,0.64,0.99
39354,0.93,0.59
47585,0.76,0.49
47589,0.5,0.54
39849,0.79,0.55
47601,0.97,0.95
43798,0.6,0.49
47609,0.84,0.73
47613,0.75,0.99
47617,0.24,0.91
47619,0.24,0.91
47625,0.51,0.58
47627,0.5,0.88
44254,0.66,0.36
47652,0.97,0.77
47653,0.61,0.5
44269,0.77,0.49
47659,0.74,0.64
44818,0.92,0.98
47692,0.78,0.99
47693,0.56,0.57
45243,0.82,0.63
47717,0.26,0.98
47722,0.69,0.85
47724,0.78,0.83
47731,0.67,0.86
47732,0.77,0.91
47734,0.8,0.63
47735,0.51,0.51
47737,0.77,0.52
47751,0.65,0.71
47755,0.58,0.53
45319,0.67,0.39
47769,0.33,0.39
47772,0.78,0.66
45417,0.58,0.83
47782,0.63,0.59
47784,0.63,0.51
47810,0.59,0.55
47825,0.6,0.9
47830,0.93,0.9
47848,0.78,0.77
47854,0.65,0.6
47856,1,0.61
46019,0.96,1
47866,0.54,0.97
47869,0.98,0.69
47874,0.34,0.59
47883,0.71,0.53
46831,0.64,0.64
47886,0.71,0.93
47887,0.58,0.63
47892,0.87,0.96
47898,0.58,0.85
47899,0.87,0.67
47910,0.72,0.86
47913,0.67,0.83
47914,0.53,0.97
47919,0.78,0.61
47130,0.19,0.63
47928,1,0.88
47933,0.75,0.75
47940,0.29,0.66
47948,0.37,0.7
47952,0.78,0.5
48124,0.24,0.64
48328,0.49,0.7
47967,0.18,0.64
47980,0.76,0.85
48766,0.5,0.97
47989,0.82,0.94
47992,0.97,0.94
48019,0.72,0.9
48025,0.98,0.64
48029,0.76,0.73
48038,0.72,0.88
48040,0.96,0.91
48046,0.62,0.78
48056,0.25,0.98
48060,0.82,0.56
48080,0.59,0.9
48085,0.94,0.73
48093,0.72,0.88
48098,0.53,0.78
48106,0.67,0.83
50365,0.99,0.52
48128,0.64,0.53
51474,0.61,0.57
48148,0.89,0.85
48157,0.61,0.7
48158,0.9,0.74
48160,0.96,0.51
51821,0.62,0.55
48172,0.89,0.57
48173,0.52,0.67
52812,0.66,0.99
48178,0.96,0.6
48180,0.95,0.89
48182,0.75,0.98
48189,0.39,0.87
48191,0.93,0.69
48194,0.44,0.54
48197,0.9,0.67
48214,0.75,0.81
48215,0.45,0.75
53331,0.42,0.6
48243,0.99,0.82
48248,0.89,0.91
54207,0.96,0.9
54695,0.5,0.46
48258,0.59,0.59
48268,0.57,0.69
48274,1,0.87
48279,0.6,0.59
48280,0.21,0.85
48284,0.63,0.83
54858,0.8,0.82
48298,0.51,0.96
48308,0.89,0.96
48314,0.83,0.58
48317,0.77,0.74
55126,0.79,0.99
56572,0.63,0.85
56653,0.68,0.48
58127,0.74,0.69
48342,0.49,0.67
48353,0.46,0.55
58747,0.9,0.91
48357,0.7,0.67
48359,0.84,0.71
48361,0.89,0.77
48367,0.59,0.87
58901,0.57,0.72
48371,0.53,0.49
48372,0.83,0.89
48378,0.51,0.66
48384,0.78,0.61
48390,0.52,0.69
48394,0.42,0.5
48397,0.61,0.38
48401,0.85,1
48402,0.17,0.85
48409,0.79,0.52
48410,0.56,0.98
59599,0.5,0.73
48415,0.51,0.53
48419,0.77,0.67
48424,0.84,0.9
48427,0.21,0.49
60464,0.65,0.57
48440,0.95,0.87
48446,0.8,0.75
48449,0.77,0.85
48453,0.57,0.7
60586,0.92,0.55
48456,1,0.71
48463,0.85,0.67
48466,0.57,0.8
48472,0.66,0.68
48474,0.85,0.8
48478,0.99,0.5
48484,0.91,0.82
48492,0.96,0.97
48498,0.49,0.52
48514,0.39,0.85
48521,0.87,0.74
48527,0.19,0.85
48530,0.9,0.83
48538,0.5,0.5
48539,0.7,0.9
48542,0.52,0.55
48557,0.71,0.69
48565,0.4,0.41
48574,0.96,0.53
48578,0.86,0.92
60853,0.68,0.85
61284,0.56,0.64
48587,0.65,0.56
61672,0.98,0.61
48602,0.18,0.51
48603,0.66,0.65
48616,0.14,0.51
48621,0.94,0.8
48622,0.56,1
48623,0.56,0.8
48625,0.59,0.89
62880,0.63,0.62
48636,0.97,0.88
48640,0.76,0.7
48669,0.85,0.58
48670,0.23,0.73
48675,0.68,0.62
48681,0.71,0.73
48682,0.5,0.59
63662,0.61,0.7
48694,0.99,0.65
48699,0.97,0.86
48703,0.82,0.71
48705,0.72,0.68
63761,0.53,0.74
48723,0.55,0.87
48730,0.52,0.53
48732,0.8,0.81
48743,0.51,0.95
48755,0.66,0.65
64231,0.56,0.43
48757,0.5,0.84
48765,0.94,0.78
67743,0.42,0.8
48774,0.6,0.61
48777,0.55,0.71
48792,0.76,0.72
68563,0.84,0.74
48818,0.33,0.62
48821,0.61,0.95
68575,0.91,0.93
48837,0.73,0.74
48839,0.87,0.67
48842,0.38,0.42
48843,0.8,0.51
48851,0.69,0.8
68896,0.99,0.92
48870,0.92,0.76
48879,0.6,0.88
48885,0.89,0.93
48891,0.91,0.93
48892,0.35,0.52
48909,0.88,0.68
48910,0.66,0.69
48913,0.21,0.55
69019,0.78,0.64
48916,0.21,0.96
48918,0.64,0.94
69084,0.68,0.95
48920,0.99,0.87
47582,0.85,0.55
69764,0.86,0.51
48933,0.89,0.98
48935,0.49,0.85
48947,0.76,0.97
48949,0.79,0.87
48956,0.89,0.64
48957,0.34,0.51
69930,0.81,0.92
48970,0.96,0.7
48973,0.7,0.87
48975,0.92,0.61
48987,0.5,0.76
48989,0.75,0.72
49007,0.42,0.38
49010,0.29,0.4
49026,0.91,0.48
49032,0.55,0.97
49037,0.57,0.81
49039,0.27,0.48
49048,0.7,0.43
70554,0.63,0.68
49054,0.97,0.63
49057,0.28,0.52
49058,0.7,0.6
49060,0.83,0.51
71797,0.22,0.76
49074,0.55,0.47
49078,0.33,0.77
49079,0.5,0.78
49082,0.93,0.88
72146,0.77,0.66
49087,0.93,0.97
49101,0.72,1
49106,0.78,0.53
49108,0.55,0.75
72166,0.39,0.86
49127,0.67,0.78
49134,0.61,0.89
49150,0.6,0.69
49151,0.48,0.64
49161,0.75,0.84
49169,0.87,0.58
49184,0.51,0.54
49187,0.63,0.9
49191,0.6,0.57
49208,0.7,0.99
49209,0.5,0.99
73565,0.59,0.51
49214,0.52,0.39
49222,0.55,0.49
49223,0.81,0.62
49230,0.94,0.98
49238,0.98,0.61
49239,0.83,0.84
49241,0.93,0.62
49247,0.99,0.54
73737,0.55,0.57
73933,0.96,0.83
49265,0.28,0.77
49266,0.97,0.6
49269,0.8,0.78
49283,0.75,0.55
49284,0.89,0.88
74155,0.6,0.76
49310,0.73,0.98
49319,0.88,0.75
49321,0.5,0.7
49324,0.53,0.78
49344,0.95,0.43
49345,0.94,0.53
49350,0.49,0.8
49351,0.59,0.57
74507,0.51,0.91
49371,0.66,0.66
49389,0.76,0.94
49391,0.12,0.59
49393,0.84,0.65
49404,0.94,0.81
49405,0.63,0.84
49406,0.79,0.99
49420,0.85,0.68
49427,0.74,0.52
49430,0.23,0.75
49432,0.62,0.51
49436,0.36,0.56
49438,0.7,0.83
49443,0.57,0.75
49451,0.83,0.99
74569,0.71,0.96
74926,0.23,0.72
49466,0.59,0.69
49471,0.69,0.61
49472,0.63,0.81
49473,0.9,0.59
75259,0.31,0.57
49515,0.92,0.62
76010,0.96,0.87
49527,0.66,0.51
49535,0.48,0.97
76452,0.15,0.55
77363,0.59,0.79
49566,0.66,0.85
78068,0.69,0.92
49582,0.65,0.79
49591,0.58,0.94
49599,0.72,0.57
49608,0.65,0.99
78402,0.63,0.77
49610,0.55,0.87
49613,0.74,0.56
49615,0.58,0.84
49621,0.71,0.72
49633,0.83,0.37
49638,0.63,0.52
49645,0.56,0.61
49647,0.88,0.55
49659,0.82,0.55
49674,0.69,0.72
49678,0.57,0.54
49680,0.75,0.69
78658,0.6,0.98
49685,0.96,0.92
49687,0.75,0.67
49714,1,0.61
49716,0.92,0.97
49717,0.84,0.93
49722,0.82,0.77
49724,0.74,0.42
49727,0.21,0.39
49736,0.62,0.64
78796,0.54,0.48
49769,0.55,0.97
49773,0.84,0.55
49776,0.61,0.56
49784,0.64,0.53
49785,0.92,0.51
49788,0.86,0.87
49793,0.6,0.74
49795,0.86,0.92
49799,0.55,0.51
49800,0.54,0.58
49811,0.49,0.9
49813,0.98,0.72
49827,0.55,0.55
49830,0.64,0.5
78960,0.54,0.53
49848,0.58,0.45
49852,0.57,0.37
49856,0.65,0.64
49858,0.6,0.4
49859,0.59,0.45
49865,0.77,0.5
49868,0.55,0.49
49872,0.5,0.6
49883,0.43,0.77
80079,0.58,0.84
49889,0.66,0.68
49902,0.7,0.8
49908,0.82,0.54
49933,0.49,0.49
49942,0.99,0.79
49948,0.96,0.73
49950,0.7,0.57
49959,0.22,0.89
80227,0.91,0.52
49969,0.18,0.76
49975,0.84,0.68
49980,0.66,0.38
49982,0.49,0.65
49989,0.88,0.89
49990,0.69,0.91
50002,0.83,0.75
50008,0.56,0.84
50016,0.95,0.77
50031,0.56,1
50036,0.93,0.73
80291,0.84,0.52
50046,0.84,0.48
50050,0.52,0.65
50052,0.98,0.8
50058,0.66,0.64
50059,0.92,0.49
50060,0.71,0.8
50067,0.65,0.92
50068,0.23,0.47
80524,0.71,0.97
50074,0.21,0.65
50075,0.7,0.72
50077,0.9,0.5
50079,0.6,0.52
50080,0.58,0.63
50081,0.73,0.72
50085,0.56,0.67
50090,0.97,0.57
80715,0.92,0.91
50098,0.77,0.68
50100,0.97,0.81
80847,0.7,0.69
50118,0.78,0.82
50122,0.77,0.87
50126,0.66,0.53
50128,0.25,0.98
50131,0.89,0.87
50132,0.15,0.66
50136,0.26,0.91
50140,0.74,0.58
50153,0.52,0.83
50161,0.95,0.62
50168,0.66,0.82
50169,0.79,0.66
50170,0.98,0.94
50176,0.4,0.37
50180,1,0.68
50190,0.71,0.79
50192,0.48,0.45
50194,0.76,1
50196,0.61,0.62
50198,0.74,0.9
50199,0.24,0.94
50202,0.79,0.97
50203,0.75,0.98
81235,0.6,0.98
50208,0.72,0.95
81392,1,0.6
50223,0.55,0.88
50238,0.3,0.98
50240,0.89,0.59
50241,0.84,0.84
50254,0.67,0.64
50256,0.15,0.48
50259,0.59,0.75
50265,0.5,0.59
50273,0.23,0.68
50278,0.95,0.58
81492,0.31,0.53
84366,0.47,0.55
50292,0.26,0.95
50305,0.55,0.64
50308,0.89,0.58
50314,0.88,0.68
50327,0.98,0.62
50331,0.96,0.48
50332,0.85,0.65
50351,0.96,0.85
85002,0.85,0.88
50366,0.59,0.93
85634,0.51,0.5
50369,0.5,0.75
86119,0.53,0.59
50386,0.44,0.83
87012,0.99,0.55
50403,0.73,0.83
50408,0.51,0.71
50412,0.5,0.84
50416,0.52,0.76
50425,0.74,0.74
50427,0.69,0.89
50434,0.22,0.65
50439,0.49,0.89
50448,0.7,0.57
50468,0.68,0.63
87176,0.66,0.84
50475,0.99,0.58
50480,0.88,0.59
50496,0.2,0.54
50504,0.56,0.44
50505,0.68,0.85
50507,0.85,0.6
50514,0.95,0.95
50523,0.6,0.77
87343,0.61,0.53
50529,0.55,0.55
50535,0.64,0.78
89085,0.64,0.6
50571,0.87,0.54
50576,0.2,0.9
50577,0.99,0.64
89561,0.96,0.7
89602,0.53,0.65
50595,0.7,0.39
50598,0.68,0.61
50600,0.96,0.48
90113,0.64,0.64
50617,0.86,0.65
50625,0.87,0.84
91723,0.53,0.56
50642,0.72,0.98
91972,0.83,0.59
50647,0.97,0.54
92192,0.92,0.76
50657,0.82,0.95
50658,0.59,0.56
92311,0.84,0.95
92574,0.71,0.84
50665,0.49,0.98
50676,0.78,0.61
50680,0.84,0.81
93929,0.85,0.96
50692,0.87,0.93
50693,0.94,0.84
50694,0.82,0.97
50699,0.78,0.78
50700,0.47,0.55
95120,0.5,0.48
50707,0.75,0.82
50710,0.36,0.39
50713,0.91,0.61
50714,0.87,0.68
50730,0.97,0.94
95156,0.71,0.65
95247,0.83,0.65
50751,0.42,0.51
95542,0.53,0.51
50760,0.56,0.88
50778,0.26,0.7
50780,0.53,0.49
50783,0.99,0.73
50793,0.48,0.43
50826,0.91,0.5
50831,0.76,0.79
50845,0.67,0.8
50846,0.58,0.6
50853,0.57,0.78
50855,0.55,0.57
50860,0.79,0.49
50861,0.48,0.98
50864,0.68,0.69
50875,0.19,0.64
50879,0.99,0.48
50883,0.3,0.76
50893,0.81,0.85
96321,0.58,0.74
50904,0.74,0.61
50906,0.59,0.74
50908,0.46,0.63
50911,0.58,0.43
50916,0.77,0.95
96403,0.79,0.77
96962,0.51,0.95
50949,0.7,0.58
50951,0.84,0.73
50955,0.19,0.9
50960,0.9,
50970,0.19,0.91
99779,0.96,0.53
50973,0.87,1
50982,0.5,0.89
50984,0.88,0.58
50987,0.55,0.99
3145,0.89,0.86
51000,0.58,0.69
51013,0.58,0.96
51016,0.34,0.88
51023,0.54,0.65
51037,0.59,0.54
51045,0.88,0.96
51056,0.72,0.69
51057,0.79,0.75
51059,0.51,0.73
4087,0.84,0.84
51083,0.95,0.67
51085,0.58,0.88
51091,0.69,0.98
51097,0.17,0.64
51099,0.81,0.72
51102,0.41,0.5
51128,0.12,0.42
51132,0.71,0.6
51142,0.32,0.69
4120,0.83,0.98
51147,0.74,0.92
51151,0.67,0.85
51157,0.85,0.56
51159,0.49,0.75
51165,0.7,0.74
51173,0.44,0.58
51177,0.5,0.87
51178,0.63,0.74
51185,0.87,0.77
51188,0.82,0.53
51192,0.97,0.89
51195,0.9,0.81
51199,0.41,0.5
51201,0.58,0.94
4466,0.77,0.5
4663,0.89,0.75
51244,0.64,0.72
51249,0.31,0.79
5554,0.6,0.88
51276,0.2,1
51281,0.13,0.6
51285,0.95,0.9
6278,0.15,0.96
51302,0.22,0.98
6674,0.33,0.51
7396,0.23,0.96
51321,0.85,0.79
51326,0.79,0.57
51328,0.6,0.6
51334,0.89,0.74
51343,0.65,0.92
51345,0.61,0.7
51352,0.4,0.79
51355,0.49,0.57
51356,0.95,0.75
51377,0.85,1
51380,0.24,0.39
51388,0.85,0.99
7489,0.99,0.98
51400,0.49,0.49
51407,0.56,0.73
51410,0.65,0.66
51413,0.62,0.68
51415,0.78,0.68
51420,0.54,0.7
51428,0.61,0.77
51435,0.49,0.99
8258,0.29,0.85
51450,0.64,0.79
8528,0.93,0.94
51468,0.16,0.66
8714,0.68,0.85
51475,0.71,0.8
51488,0.62,0.82
51489,0.74,0.75
51492,0.81,0.5
51499,0.2,0.82
10296,0.51,0.91
51519,0.55,0.99
51523,0.45,0.41
51525,0.91,0.61
51549,0.73,0.59
51557,0.98,0.88
51558,0.62,0.65
51562,0.57,0.62
51590,0.99,0.57
51601,0.82,0.68
51606,0.24,0.81
51617,0.84,0.73
51623,0.9,0.55
51631,0.13,0.73
51635,0.6,0.67
10419,0.72,0.87
51644,0.68,0.61
51655,0.51,0.72
51666,0.74,0.58
51669,0.86,0.73
51670,0.85,0.51
51672,0.63,0.85
51674,0.74,0.87
51676,0.6,0.5
51678,0.69,0.82
10566,0.56,0.96
51694,0.5,0.67
10834,0.84,0.5
51705,0.93,0.48
51708,0.12,0.5
51710,0.52,0.58
11135,0.6,0.54
51725,0.71,1
51727,0.21,0.81
51728,0.15,0.84
11592,0.38,0.55
11595,0.27,0.86
51744,0.86,0.64
51752,0.17,0.52
12267,0.66,0.69
51773,0.95,0.51
51780,0.59,0.92
51781,0.49,0.61
12403,0.9,0.88
51787,0.98,0.81
51790,0.52,1
51792,0.12,0.95
51795,0.91,0.67
51802,0.99,0.62
51803,0.49,0.8
51804,0.92,0.51
51808,0.21,0.84
51810,0.89,0.9
51811,0.84,0.81
51815,0.72,0.68
12754,0.57,0.46
51830,0.9,0.69
51836,0.59,0.75
51838,0.97,0.69
51851,0.56,0.85
12847,0.78,0.59
13490,0.64,0.72
51871,0.58,0.9
51872,0.68,0.58
51875,0.82,0.73
51879,0.83,0.78
51880,0.49,0.49
13612,0.57,0.95
51893,0.66,0.93
13681,0.78,0.6
51897,0.55,0.8
13745,0.98,0.62
15723,0.89,0.51
51905,0.67,0.83
51908,1,0.49
51931,0.67,0.44
51932,0.2,0.98
51935,0.71,0.87
51942,0.65,0.91
17126,0.82,0.82
51952,0.48,0.89
51964,0.96,0.9
51971,0.52,0.63
17458,0.24,0.78
51982,0.92,0.95
51983,0.66,0.89
51996,0.93,0.68
52002,0.77,0.59
52008,0.6,0.48
52009,0.78,0.49
52011,0.6,0.53
18194,0.31,1
52025,0.49,0.68
52032,0.33,0.95
52038,0.76,0.91
52062,0.65,0.63
52063,0.88,0.75
52066,0.52,0.92
52071,0.48,0.5
52075,0.2,0.59
52077,0.93,0.84
52097,0.55,0.92
18334,0.73,0.64
52120,0.57,0.56
52128,0.63,0.8
52134,0.23,0.88
52136,0.93,0.53
52143,0.78,0.86
52148,0.75,0.73
52158,0.61,0.82
52193,0.36,0.97
52196,0.59,0.67
52199,0.78,0.63
52229,0.93,0.53
52232,0.67,0.72
52236,0.52,0.63
52237,0.69,0.95
52241,0.25,0.8
52243,0.4,0.43
18356,0.98,0.83
52267,0.92,0.89
18690,0.57,0.98
52276,0.81,0.52
19051,0.56,0.67
52278,0.86,0.71
52287,0.74,0.9
52295,0.57,0.61
52297,0.9,0.64
52312,0.8,0.57
52314,0.22,0.8
19245,0.73,0.84
52320,0.48,0.47
52322,0.52,0.94
52336,0.53,0.71
52344,0.97,0.48
52345,0.97,0.54
52348,0.54,0.88
52356,0.99,0.7
52372,0.79,0.76
52375,0.71,0.54
52387,0.82,0.76
52395,0.6,0.7
52398,0.17,0.88
52402,0.73,0.6
52404,0.69,0.54
52412,0.86,0.61
19399,0.67,0.55
52427,0.25,0.96
52429,0.65,0.66
52436,0.81,0.56
52442,0.58,0.53
52444,0.14,0.57
52446,0.15,0.37
52450,0.98,0.51
52460,0.91,0.5
52475,0.86,0.71
52476,0.56,0.63
52485,0.58,0.77
52489,0.54,0.64
52503,0.59,0.99
52531,0.92,0.88
52534,0.82,0.8
52536,0.86,0.68
52544,0.66,0.77
52552,0.85,0.66
21080,0.8,0.6
23063,0.99,0.61
52593,0.25,0.45
52599,0.93,0.99
52601,0.5,0.54
52609,0.68,0.71
52615,0.62,0.87
23240,0.99,0.54
52617,0.93,0.52
52620,0.2,0.75
23947,0.58,0.61
52624,0.94,0.76
52627,0.18,0.54
52640,0.18,0.62
52644,0.7,0.74
52645,0.93,0.92
48320,0.5,0.76
25283,0.54,0.71
52651,0.74,0.63
52652,0.66,0.67
26406,0.61,0.87
52656,0.74,0.98
52657,0.48,0.51
26598,0.65,0.84
52679,0.94,0.49
52701,0.91,0.79
52708,0.87,0.65
52709,0.23,0.79
52716,0.4,0.73
52718,0.68,0.85
52719,0.95,0.88
29865,0.63,0.96
52730,0.47,0.53
31194,0.2,0.5
52735,0.72,0.84
52736,0.56,0.57
52741,0.7,0.74
52742,0.59,0.82
33369,0.78,0.96
52751,0.62,0.64
52752,0.71,0.61
52756,0.72,0.45
52759,0.76,0.77
52767,0.83,0.56
34597,0.92,0.99
35319,0.67,0.77
52782,0.56,0.45
52785,0.91,0.63
52787,0.56,0.86
52788,0.72,0.95
52798,0.56,0.86
52799,0.92,0.56
52810,0.74,0.88
37384,0.88,0.84
52813,0.69,0.72
52831,0.87,0.78
52836,0.98,0.5
37523,0.9,0.61
52838,0.49,0.87
52839,0.78,0.57
37764,0.58,0.98
52846,0.91,0.88
52854,0.92,0.75
38753,0.36,0.66
52868,0.55,0.53
52869,0.95,0.96
52874,0.5,0.67
52884,0.42,0.73
52899,0.75,0.68
52906,0.88,0.7
52917,0.53,0.63
52921,0.84,0.4
52922,0.49,0.93
52930,0.71,0.91
52935,0.83,0.64
38850,0.88,0.93
52938,0.87,0.53
52939,0.43,0.82
52941,0.8,0.9
52942,0.32,0.67
52957,0.77,0.56
52975,0.97,0.77
52980,0.98,0.63
52986,0.62,0.64
52996,0.53,0.94
53002,0.93,0.49
53003,0.51,0.91
53005,0.76,0.76
53020,0.69,0.89
53023,0.58,0.6
53025,0.98,0.77
53026,0.58,0.54
39642,0.57,0.97
53035,0.84,0.79
53048,0.15,0.67
53050,0.88,0.72
53052,0.69,0.99
53056,0.56,0.84
40013,0.49,0.58
53059,0.4,0.45
53060,0.67,0.36
53067,0.79,0.5
53083,0.47,0.44
40372,0.82,0.54
53114,0.82,0.87
53115,0.63,0.57
53116,0.91,0.53
53119,0.89,1
53121,0.96,0.93
53135,0.83,0.72
53148,0.75,0.92
53156,0.75,0.82
53157,0.41,0.69
53174,0.96,0.94
53179,0.58,0.79
53186,0.74,0.89
53187,0.78,0.74
53194,0.5,0.72
53195,1,0.52
53208,0.85,0.91
53212,0.82,0.89
53214,0.19,0.81
53215,0.9,0.9
53227,0.59,1
40503,0.53,0.46
53242,0.57,0.5
53251,0.85,0.99
53256,0.64,0.67
53263,0.57,0.54
53265,0.86,0.85
53271,0.6,0.7
53276,0.17,0.76
53280,0.54,0.63
41164,0.35,0.78
53290,0.92,0.77
53297,0.66,1
41453,0.83,0.9
53305,0.89,0.86
53306,0.94,0.61
42324,0.24,0.85
53316,0.69,0.8
53324,0.45,0.46
53325,0.78,0.93
42759,0.91,0.38
43242,0.63,0.65
53344,0.71,0.8
43337,0.73,0.69
53349,0.69,0.52
53363,0.52,0.57
53367,0.78,0.66
53368,0.94,0.69
53389,0.55,0.73
44813,0.43,0.38
45550,0.77,0.66
53400,0.59,0.8
53401,0.65,0.54
53404,0.82,0.37
46343,0.31,0.72
46367,0.84,0.65
53430,0.15,0.4
53432,0.64,0.52
53436,0.48,0.63
53438,0.82,0.58
53441,0.99,0.54
53449,0.8,0.52
53451,0.94,0.92
53455,0.94,0.81
53458,0.77,0.79
47390,0.48,0.54
53468,0.62,0.68
53474,0.61,0.9
53480,0.27,0.6
53485,0.89,0.65
51243,0.58,0.81
53493,0.64,0.77
53495,0.73,0.88
53496,0.74,0.85
53498,0.75,0.82
53519,0.78,0.84
53522,0.18,0.95
53524,0.8,0.84
53526,0.89,0.64
53527,0.84,0.5
53532,0.64,0.38
52319,0.53,0.82
55466,0.15,0.66
53580,0.66,0.62
53582,0.49,0.78
53590,0.78,0.72
53607,0.39,0.75
53613,0.9,0.83
53614,0.96,0.74
53615,0.63,0.81
53619,0.63,0.74
53624,0.89,0.81
53626,0.93,0.57
53629,0.87,0.59
53631,0.56,0.53
53640,0.97,0.55
53655,0.61,0.51
53679,0.73,0.46
53682,0.61,0.69
53684,0.99,0.71
53685,0.57,0.75
53688,0.74,0.96
53697,0.86,0.61
53702,0.68,0.72
53712,0.66,0.63
53718,0.86,0.89
53719,0.85,0.78
53721,0.98,0.53
53726,0.14,0.73
53727,0.2,0.54
53729,0.9,0.97
53731,0.51,0.96
53733,0.63,0.77
53743,0.83,0.88
53745,0.67,0.72
53748,0.96,0.52
53756,0.69,0.75
53760,0.69,0.9
55482,0.64,0.94
53769,0.62,0.48
53776,0.55,0.75
53778,0.98,0.51
53789,0.83,0.78
53793,0.73,0.77
55499,0.58,0.86
53797,0.52,0.67
53803,0.91,0.7
53807,0.72,0.64
53809,0.7,0.74
53817,0.86,0.92
53832,0.82,0.57
53833,0.83,0.78
56393,0.99,0.64
57383,0.88,0.58
53849,0.68,0.74
